56,E8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.560,25.978,0.395,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.969,N,N,N,N,N
56,E8,FALSE,Ful,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
57,E9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.031,25.978,0.395,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.976,N,N,N,N,N
57,E9,FALSE,Ful,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
58,E10,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.258,25.893,0.419,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.976,N,N,N,N,N
58,E10,FALSE,Laso,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
59,E11,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.987,25.893,0.419,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.981,N,N,N,N,N
59,E11,FALSE,Laso,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
60,E12,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.435,25.893,0.419,,,,,,TRUE,0.277,TRUE,3,19,Amp,,0.982,N,N,N,N,N
60,E12,FALSE,Laso,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
61,F1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.322,26.205,0.109,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.983,N,N,N,N,N
61,F1,FALSE,Veh,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,35.985,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,Y
62,F2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.108,26.205,0.109,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.977,N,N,N,N,N
62,F2,FALSE,Veh,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,35.985,,,,,,,TRUE,0.040,TRUE,3,35,Inconclusive,,0.000,Y,Y,N,N,N
63,F3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.183,26.205,0.109,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.958,N,N,N,N,N
63,F3,FALSE,Veh,BAX,UNKNOWN,FAM,NFQ-MGB,,,,1.000,,,35.985,35.985,,9.801,9.801,,,0.000,TRUE,0.040,TRUE,3,33,Amp,,0.945,N,Y,N,N,N
64,F4,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.498,26.149,0.490,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.981,N,N,N,N,N
64,F4,FALSE,E2,BAX,UNKNOWN,FAM,NFQ-MGB,,,,0.443,0.000,"309,750,912.000",35.161,37.403,3.172,8.663,10.975,3.270,2.312,1.173,TRUE,0.040,TRUE,3,32,Amp,,0.971,N,Y,N,Y,N
65,F5,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.359,26.149,0.490,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.975,N,N,N,N,N
65,F5,FALSE,E2,BAX,UNKNOWN,FAM,NFQ-MGB,,,,0.443,0.000,"309,750,912.000",39.646,37.403,3.172,13.287,10.975,3.270,2.312,1.173,TRUE,0.040,TRUE,3,35,Inconclusive,,0.000,Y,Y,N,Y,N
66,F6,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.588,26.149,0.490,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.973,N,N,N,N,N
66,F6,FALSE,E2,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,37.403,3.172,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
67,F7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.352,25.962,0.376,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.975,N,N,N,N,N
67,F7,FALSE,Ful,BAX,UNKNOWN,FAM,NFQ-MGB,,,,0.389,0.089,1.712,38.126,37.124,1.209,11.774,11.162,0.860,0.497,1.361,TRUE,0.040,TRUE,3,35,Amp,,0.802,N,Y,N,Y,N
68,F8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.603,25.962,0.376,,,,,,TRUE,0.277,TRUE,3,19,Amp,,0.976,N,N,N,N,N
68,F8,FALSE,Ful,BAX,UNKNOWN,FAM,NFQ-MGB,,,,0.389,0.089,1.712,35.782,37.124,1.209,10.179,11.162,0.860,0.497,1.361,TRUE,0.040,TRUE,3,33,Amp,,0.949,N,Y,N,Y,N
69,F9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.931,25.962,0.376,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.980,N,N,N,N,N
69,F9,FALSE,Ful,BAX,UNKNOWN,FAM,NFQ-MGB,,,,0.389,0.089,1.712,37.465,37.124,1.209,11.534,11.162,0.860,0.497,1.361,TRUE,0.040,TRUE,3,34,Inconclusive,,0.847,N,Y,N,Y,N
70,F10,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.358,25.978,0.442,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.979,N,N,N,N,N
70,F10,FALSE,Laso,BAX,UNKNOWN,FAM,NFQ-MGB,,,,0.296,0.024,3.657,36.911,37.538,1.565,10.553,11.560,1.461,0.843,1.758,TRUE,0.040,TRUE,3,34,Inconclusive,,0.916,N,Y,N,Y,N
71,F11,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.084,25.978,0.442,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.981,N,N,N,N,N
71,F11,FALSE,Laso,BAX,UNKNOWN,FAM,NFQ-MGB,,,,0.296,0.024,3.657,39.319,37.538,1.565,13.235,11.560,1.461,0.843,1.758,TRUE,0.040,TRUE,3,35,Inconclusive,,0.000,Y,Y,N,Y,N
72,F12,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.493,25.978,0.442,,,,,,TRUE,0.277,TRUE,3,19,Amp,,0.976,N,N,N,N,N
72,F12,FALSE,Laso,BAX,UNKNOWN,FAM,NFQ-MGB,,,,0.296,0.024,3.657,36.383,37.538,1.565,10.890,11.560,1.461,0.843,1.758,TRUE,0.040,TRUE,3,33,Amp,,0.923,N,Y,N,Y,N
73,G1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.270,26.124,0.132,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.989,N,N,N,N,N
73,G1,FALSE,Veh,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,Y
74,G2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.012,26.124,0.132,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.976,N,N,N,N,N
74,G2,FALSE,Veh,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
75,G3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.091,26.124,0.132,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.986,N,N,N,N,N
75,G3,FALSE,Veh,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
76,G4,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.447,26.108,0.551,,,,,,TRUE,0.277,TRUE,3,21,Amp,,0.988,N,N,N,Y,N
76,G4,FALSE,E2,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,Inconclusive,,0.000,Y,Y,Y,N,N
77,G5,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.404,26.108,0.551,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.983,N,N,N,Y,N
77,G5,FALSE,E2,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
78,G6,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.472,26.108,0.551,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.971,N,N,N,Y,N
78,G6,FALSE,E2,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
79,G7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.281,25.934,0.323,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.976,N,N,N,N,N
79,G7,FALSE,Ful,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,Inconclusive,,0.000,Y,Y,Y,N,N
80,G8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.642,25.934,0.323,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.979,N,N,N,N,N
80,G8,FALSE,Ful,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
81,G9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.880,25.934,0.323,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.984,N,N,N,N,N
81,G9,FALSE,Ful,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,Inconclusive,,0.000,Y,Y,Y,N,N
82,G10,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.261,25.816,0.604,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.977,N,N,N,Y,N
82,G10,FALSE,Laso,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
83,G11,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.059,25.816,0.604,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.976,N,N,N,Y,N
83,G11,FALSE,Laso,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
84,G12,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.129,25.816,0.604,,,,,,TRUE,0.277,TRUE,3,19,Amp,,0.989,N,N,N,Y,N
84,G12,FALSE,Laso,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,35,Inconclusive,,0.000,Y,Y,N,N,N
85,H1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.420,26.237,0.159,,,,,,TRUE,0.277,TRUE,3,19,Amp,,0.985,N,N,N,N,N
85,H1,FALSE,Veh,CDKN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,Y
86,H2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.134,26.237,0.159,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.982,N,N,N,N,N
86,H2,FALSE,Veh,CDKN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,Y
87,H3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.157,26.237,0.159,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.985,N,N,N,N,N
87,H3,FALSE,Veh,CDKN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,Y
88,H4,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.460,26.172,0.458,,,,,,TRUE,0.277,TRUE,3,21,Amp,,0.980,N,N,N,N,N
88,H4,FALSE,E2,CDKN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
89,H5,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.413,26.172,0.458,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.979,N,N,N,N,N
89,H5,FALSE,E2,CDKN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
90,H6,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.644,26.172,0.458,,,,,,TRUE,0.277,TRUE,3,19,Amp,,0.986,N,N,N,N,N
90,H6,FALSE,E2,CDKN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
91,H7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.191,25.928,0.287,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.981,N,N,N,N,N
91,H7,FALSE,Ful,CDKN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
92,H8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.622,25.928,0.287,,,,,,TRUE,0.277,TRUE,3,19,Amp,,0.989,N,N,N,N,N
92,H8,FALSE,Ful,CDKN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
93,H9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.970,25.928,0.287,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.981,N,N,N,N,N
93,H9,FALSE,Ful,CDKN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
94,H10,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.222,25.942,0.378,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.982,N,N,N,N,N
94,H10,FALSE,Laso,CDKN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
95,H11,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.091,25.942,0.378,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.978,N,N,N,N,N
95,H11,FALSE,Laso,CDKN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
96,H12,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.512,25.942,0.378,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.991,N,N,N,N,N
96,H12,FALSE,Laso,CDKN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis Type,Multiplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endogenous Control,B2M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RQ Min/Max Confidence Level,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Sample,Veh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
